"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000077684",1572.71026272547,-1.20277986030407,0.105496808789058,-11.4011018353081,4.12860407177289e-30,3.02345182728786e-27,"JADE1"
"ENSG00000077943",469.053658060824,-1.09435804357261,0.325472668273929,-3.36236541573917,0.000772777858774995,0.00731935572176599,"ITGA8"
"ENSG00000078053",359.148787547869,-1.14593967677481,0.16493699255883,-6.94774203771222,3.71178906293407e-12,3.00505696446889e-10,"AMPH"
"ENSG00000079435",31.5641773360297,-1.03421720212295,0.353737487113547,-2.92368561376414,0.00345913921592875,0.0245940829249021,"LIPE"
"ENSG00000079462",58.4471288029342,1.03728479997519,0.206272303731953,5.02871583440073,4.93775506221872e-07,1.24300268449072e-05,"PAFAH1B3"
"ENSG00000079691",1511.31219944027,-1.17346573967774,0.191706972124196,-6.12114273505672,9.29066315682331e-10,4.56347177193842e-08,"CARMIL1"
"ENSG00000081052",207.407807028364,-1.96867222570542,0.418036931046046,-4.70932608939417,2.48537172568256e-06,5.29653754926875e-05,"COL4A4"
"ENSG00000081320",1493.77619045303,-1.10754259452221,0.299097692063876,-3.70294597353724,0.000213110278542081,0.0025061457646653,"STK17B"
"ENSG00000082126",22.2429356195062,-1.22626023077377,0.409349968897129,-2.99562800524343,0.00273880322490395,0.0204471078574734,"MPP4"
"ENSG00000083223",1488.96980634458,-1.11972942341156,0.173525050712183,-6.45284020270248,1.09773092626141e-10,6.62379885880062e-09,"TUT7"
"ENSG00000083290",1524.76384491757,-1.17925947596671,0.219479490519603,-5.37298256513576,7.74448197296423e-08,2.42274464206654e-06,"ULK2"
"ENSG00000084090",3614.64318280098,-1.26651186091112,0.190716654983649,-6.6408036624788,3.11977382573051e-11,2.14797761138224e-09,"STARD7"
"ENSG00000084710",10.4259989082737,2.69115846921588,0.687391763402917,3.91502868159689,9.03934616777079e-05,0.00120060103964514,"EFR3B"
"ENSG00000085117",1913.23871012982,-1.247007523624,0.276088059784096,-4.51670211525691,6.28101651824203e-06,0.000119331906987497,"CD82"
"ENSG00000087448",908.890738829641,-1.0544716477517,0.124101647894091,-8.49683840339972,1.94824365057718e-17,3.26959931817177e-15,"KLHL42"
"ENSG00000088756",687.236073486132,1.48427964757962,0.462684693856941,3.20797222662946,0.00133674406786403,0.0115290597844526,"ARHGAP28"
"ENSG00000089041",97.0020452487746,1.92383613354295,0.296591788019785,6.48647808621935,8.78660524847592e-11,5.38254742046371e-09,"P2RX7"
"ENSG00000091262",124.058662469665,1.03722683238733,0.253388175031414,4.09343029625884,4.25037890405088e-05,0.000629971062770596,"ABCC6"
"ENSG00000091428",36.2564920286995,1.13015077549456,0.313609691294144,3.60368574973202,0.000313736348886246,0.00348113382707046,"RAPGEF4"
"ENSG00000091831",34.7491806328677,1.24515120486277,0.430276019544485,2.89384290154249,0.00380558511324259,0.0263359082209994,"ESR1"
"ENSG00000092621",1234.44842952594,1.43641650009689,0.272935791897876,5.26283669176796,1.41849568765487e-07,4.06643843839992e-06,"PHGDH"
"ENSG00000092853",27.3381385652089,1.14916328490155,0.367129534508638,3.1301303133772,0.00174728772964877,0.0142780922941132,"CLSPN"
"ENSG00000092969",201.123520550663,1.58480058423131,0.294282892749551,5.38529633654258,7.23253885494186e-08,2.27584831039001e-06,"TGFB2"
"ENSG00000095585",21.1657640117293,2.57084525233978,0.748099370066044,3.43650236212981,0.000589277215017545,0.0058749042148191,"BLNK"
"ENSG00000095637",44.3491960422346,-1.89692240283198,0.370552267562419,-5.11917634537871,3.06872918807211e-07,8.10496654902127e-06,"SORBS1"
"ENSG00000096060",2566.32135377626,-3.93505321437855,0.299256779479605,-13.1494204449485,1.71483771866801e-39,1.97341074896145e-36,"FKBP5"
"ENSG00000097096",201.836409816498,-1.3015671515951,0.259544387826809,-5.01481524024947,5.30844512363072e-07,1.32186026872974e-05,"SYDE2"
"ENSG00000099194",787.09110016822,2.00469677619123,0.409740197093924,4.89260460752817,9.95101943353307e-07,2.31677563719149e-05,"SCD"
"ENSG00000099204",849.746412465004,-1.40904588762826,0.239600877389563,-5.88080437342184,4.08277478782446e-09,1.72192629860314e-07,"ABLIM1"
"ENSG00000099337",530.509057577995,-2.80349236957575,0.371161537635393,-7.55329441578544,4.24384169667351e-14,4.68305024487034e-12,"KCNK6"
"ENSG00000099840",37.7256651604734,-1.03228011091284,0.310586505145869,-3.3236476595402,0.000888483725097932,0.00818431177533035,"IZUMO4"
"ENSG00000099849",42.8583705808419,-1.21613778410397,0.362266191933839,-3.35702809476097,0.000787851066291769,0.00741776254390116,"RASSF7"
"ENSG00000099860",368.585085766132,-1.45166292905345,0.177013891351974,-8.2008418546484,2.38709391935554e-16,3.36161169001418e-14,"GADD45B"
"ENSG00000099998",506.787067439615,-2.41444354643247,0.846174199630231,-2.85336464700478,0.00432589516748568,0.0291486813230288,"GGT5"
"ENSG00000100033",55.4039350785686,-4.95851439393715,0.641449722226701,-7.73016843272515,1.07404381456334e-14,1.24488632348417e-12,"PRODH"
"ENSG00000100206",36.3464681994329,-1.90104334941246,0.437978747332485,-4.3404922293394,1.42163896318082e-05,0.000245751344804788,"DMC1"
"ENSG00000100242",2238.64909413392,-1.90694690341393,0.27512891029807,-6.9311033193421,4.17570924018235e-12,3.36374257842889e-10,"SUN2"
"ENSG00000100292",2404.70910883937,1.33606299202545,0.264259059153614,5.05588340586953,4.28403017271812e-07,1.08864369262873e-05,"HMOX1"
"ENSG00000100302",35.9518229862478,1.98677292063825,0.465752763820337,4.26572438205571,1.99254642072988e-05,0.000329588453638389,"RASD2"
"ENSG00000100592",758.435167044725,1.00702651259819,0.184025584069668,5.47220930007731,4.44459460632865e-08,1.49805154189458e-06,"DAAM1"
"ENSG00000100739",134.868087673401,1.75696157025236,0.356954990677911,4.92208154007212,8.56285199804733e-07,2.0347508634298e-05,"BDKRB1"
"ENSG00000100767",209.13506813403,-1.08706781912773,0.31519862784675,-3.44883423685543,0.000563012207798604,0.00567428356418218,"PAPLN"
"ENSG00000100784",87.5697907553361,2.45770345680923,0.297370114734352,8.26479641037485,1.39933351180456e-16,2.06831763382415e-14,"RPS6KA5"
"ENSG00000101255",284.857787845634,1.10710374451205,0.276253674946036,4.00756205226345,6.13487459973626e-05,0.000858722542800615,"TRIB3"
"ENSG00000101265",1650.21447518471,1.08620227533076,0.402576157202848,2.69812867924876,0.00697304810215866,0.0422818133134656,"RASSF2"
"ENSG00000101342",42.9362334646974,-4.18369751532714,0.518009091039338,-8.07649438532619,6.66552298249858e-16,8.73075128219794e-14,"TLDC2"
"ENSG00000101347",12712.9456127059,-3.85369307141753,0.281195946882582,-13.7046536912807,9.5220536671376e-43,1.53409806631254e-39,"SAMHD1"
"ENSG00000101825",4780.18206392362,1.35562444734247,0.267244218101294,5.07260533819537,3.9240578760473e-07,1.00924147099743e-05,"MXRA5"
"ENSG00000101938",196.346837012859,-1.09464604741794,0.40050339948822,-2.73317542077478,0.00627269142355941,0.0389479832185881,"CHRDL1"
"ENSG00000102385",111.25301438307,1.06611914566801,0.252831121898354,4.21672434019664,2.47876678523389e-05,0.000396184639651817,"DRP2"
"ENSG00000102466",665.662297786992,-1.20312372701142,0.331996672926108,-3.62390296386856,0.000290190515118129,0.00325122349726577,"FGF14"
"ENSG00000102524",64.2161062113099,1.71718035255258,0.287399435372295,5.97489118351312,2.30243815921564e-09,1.01351314707987e-07,"TNFSF13B"
"ENSG00000102554",149.696622904642,-2.58279180732151,0.418474158614155,-6.17192663909007,6.74628036794658e-10,3.50610719380605e-08,"KLF5"
"ENSG00000102760",1137.22259538077,-3.1625841019463,0.685455170463225,-4.61384527861836,3.95286728510252e-06,7.99054514809119e-05,"RGCC"
"ENSG00000102804",5404.79313508362,-1.18999616528328,0.159467802625171,-7.46229737723521,8.50267117223358e-14,9.07195597720895e-12,"TSC22D1"
"ENSG00000102935",36.2295055207257,1.13738552712194,0.31818646478189,3.57458802624301,0.000350779785454028,0.00382368952872114,"ZNF423"
"ENSG00000102984",90.5557071429721,1.39941126560871,0.215162258408286,6.50398111621053,7.82217203323523e-11,4.92936264399099e-09,"ZNF821"
"ENSG00000102996",165.52703778265,-1.2630765190774,0.292274118330869,-4.32154761526827,1.54938606389145e-05,0.000263591962780941,"MMP15"
"ENSG00000103064",781.70504652745,-1.42106954882456,0.171816709873737,-8.27084600717161,1.33011760522704e-16,1.98421525350119e-14,"SLC7A6"
"ENSG00000103175",250.831677742986,-1.70501914895605,0.37197819749434,-4.58365345184512,4.56921279780294e-06,9.05468479525255e-05,"WFDC1"
"ENSG00000103196",3085.02220810875,-2.69658301408031,0.262387360723416,-10.2771071237794,8.93698278576839e-25,3.51179828442719e-22,"CRISPLD2"
"ENSG00000103257",404.713445668498,1.17052544770261,0.29140375003062,4.01685101025505,5.8980986940148e-05,0.000829906271260021,"SLC7A5"
"ENSG00000103485",867.302130054768,1.21489480294837,0.13470451407694,9.01896132637731,1.89881015541012e-19,4.13401762348817e-17,"QPRT"
"ENSG00000103647",545.743083753208,1.26757024344793,0.263431282526995,4.81176810623483,1.49600875026753e-06,3.34288446262971e-05,"CORO2B"
"ENSG00000103710",1057.17967590303,1.03731217447095,0.26486971988275,3.91631091289006,8.9914276571994e-05,0.00119620884380792,"RASL12"
"ENSG00000103742",371.632596951659,2.13362479260586,0.525275376459691,4.06191664072719,4.86714580302939e-05,0.000707712870330383,"IGDCC4"
"ENSG00000104894",23.8332568579302,1.18625084095519,0.37753429457643,3.14210088459934,0.00167740228534993,0.0138587837021912,"CD37"
"ENSG00000105486",143.922857307481,1.01323202589569,0.216522318848945,4.67957313260883,2.8747280672443e-06,6.03842814750624e-05,"LIG1"
"ENSG00000105516",84.7925111125775,1.65945696068872,0.202393105856599,8.19917730727691,2.42037710906613e-16,3.36161169001418e-14,"DBP"
"ENSG00000105711",101.607831188324,1.29062414348615,0.247141635750485,5.22220442365757,1.76805630055413e-07,4.91123363072888e-06,"SCN1B"
"ENSG00000105835",2643.95119860965,-1.05186077199529,0.152274891237956,-6.90764421792675,4.927679136677e-12,3.85387565878656e-10,"NAMPT"
"ENSG00000105889",230.974416846209,-1.03473904357059,0.318920636169304,-3.24450325949206,0.0011765567084344,0.0104323088220069,"STEAP1B"
"ENSG00000105989",334.419775095649,3.12022964047823,0.904858888412364,3.4483052334855,0.000564116149309747,0.00568029705095584,"WNT2"
"ENSG00000106003",16.4742683768145,2.64019377867599,0.621374720612574,4.2489558894079,2.14769200172376e-05,0.000350927645433788,"LFNG"
"ENSG00000106034",2431.33616912119,-1.09064352465216,0.34130177621758,-3.19554013676411,0.00139569368902803,0.0119225986341095,"CPED1"
"ENSG00000106123",2291.12650290926,-1.32411105211229,0.34392549265668,-3.84999390968109,0.000118120761947822,0.00151275325575624,"EPHB6"
"ENSG00000106484",679.306459411187,1.7760876484462,0.612383349406065,2.90028729580708,0.00372820775002259,0.0260022316279714,"MEST"
"ENSG00000106617",1019.75515084209,-1.56998765285656,0.261524597437284,-6.0032121958741,1.93451525277102e-09,8.68160870122392e-08,"PRKAG2"
"ENSG00000106976",887.017039305159,1.75935906607249,0.202270317442505,8.69805856003853,3.3761031421029e-18,6.11150536206964e-16,"DNM1"
"ENSG00000107104",1278.43793720832,-1.22592240139633,0.267714609073357,-4.5792136844516,4.66727194500363e-06,9.20372317086334e-05,"KANK1"
"ENSG00000107562",25196.5455384324,1.95318694066822,0.279566830605587,6.98647595795719,2.81876680682516e-12,2.36526833462293e-10,"CXCL12"
"ENSG00000107611",41.1939073586906,1.54709913656177,0.349268051262272,4.42954667903485,9.44313728961542e-06,0.000170750151372608,"CUBN"
"ENSG00000107731",563.49336251549,1.03007821523625,0.24760173598315,4.16022210484966,3.17938255730637e-05,0.000487838403626314,"UNC5B"
"ENSG00000107796",2431.57096216566,-1.17635746695984,0.28988339601654,-4.05803672485167,4.94869870907247e-05,0.000715695555672051,"ACTA2"
"ENSG00000107821",485.355690129732,1.08886070656344,0.317235182497835,3.43234535964772,0.000598385025393206,0.00593266531945227,"KAZALD1"
"ENSG00000107968",537.424307038482,-1.12831900587867,0.175678442535014,-6.4226378011849,1.3393291102393e-10,7.9623362712418e-09,"MAP3K8"
"ENSG00000108387",19.0922170453687,-1.9289269923822,0.490539339011305,-3.93225749492386,8.41518552600879e-05,0.00112980878341273,"SEPTIN4"
"ENSG00000108604",2180.85214797553,-1.27361496461833,0.183859760462671,-6.92710009745124,4.29554659203498e-12,3.42601738337998e-10,"SMARCD2"
"ENSG00000108684",7.46565720433518,2.36167460837333,0.790951091061796,2.98586680650879,0.00282775778311395,0.0209342520237404,"ASIC2"
"ENSG00000108821",101233.481481555,1.30345881732977,0.110715006206721,11.7730997991006,5.37138588110424e-32,4.32691989652352e-29,"COL1A1"
"ENSG00000108830",158.742226552439,2.37023932891562,0.302567373801824,7.83375715343346,4.73502936857603e-15,5.85696436955903e-13,"RND2"
"ENSG00000108950",1013.08794181449,-1.0820700013174,0.198230460875112,-5.45864644888819,4.79778040612948e-08,1.5970462835362e-06,"FAM20A"
"ENSG00000108960",1724.96815383825,-1.63937418081322,0.230073987444006,-7.12542169162954,1.03762512049986e-12,9.4447335120753e-11,"MMD"
"ENSG00000109625",41.6096460326174,1.78005965987055,0.320462060831152,5.55466583237275,2.78143345720011e-08,9.67854739286198e-07,"CPZ"
"ENSG00000109674",48.0358491900197,1.36705745076049,0.364424586741509,3.75127667148913,0.000175936424596269,0.00212005365495175,"NEIL3"
"ENSG00000109689",1145.49223053129,1.02524291882505,0.178432173898953,5.74584110265701,9.14651698831604e-09,3.49193211371468e-07,"STIM2"
"ENSG00000109861",4063.91831067486,-1.00536351951083,0.236771718189202,-4.24613010033342,2.17494372284764e-05,0.000354302510806858,"CTSC"
"ENSG00000109881",67.2076726823875,1.31729162855283,0.220118814904698,5.98445720836339,2.17112657554146e-09,9.63609373513734e-08,"CCDC34"
"ENSG00000109906",385.200712986974,-7.16931273285418,0.508731366330716,-14.0925313580794,4.22153763494591e-45,7.5570214262904e-42,"ZBTB16"
"ENSG00000110203",19.123898033489,1.44832938046222,0.48372792174979,2.99409919366071,0.00275256440240472,0.0205213165604546,"FOLR3"
"ENSG00000110756",996.491791403196,-1.58730048736231,0.169243895340125,-9.37877543040686,6.67433663508219e-21,1.76279077914441e-18,"HPS5"
"ENSG00000110900",263.392123139726,1.45830301816459,0.313266628808226,4.65514958842719,3.23745571740971e-06,6.7041965376848e-05,"TSPAN11"
"ENSG00000111110",18.049809621793,1.30625782773721,0.464719790415624,2.81085044079777,0.00494107477939725,0.0322029351823904,"PPM1H"
"ENSG00000111728",193.902341459221,1.4988819598762,0.292896592659171,5.11744416781375,3.09703697241909e-07,8.16634413463895e-06,"ST8SIA1"
"ENSG00000111816",89.043857194782,1.14188696720733,0.224189564726803,5.09339927841348,3.51699930276313e-07,9.19843762448324e-06,"FRK"
"ENSG00000111859",1774.59888623428,-1.66302972556492,0.288675117606213,-5.76090429738212,8.36644705517846e-09,3.20932925014239e-07,"NEDD9"
"ENSG00000112137",44.4820127737559,1.05318905527317,0.374273358257019,2.81395678329294,0.00489358067176941,0.0319709968381496,"PHACTR1"
"ENSG00000112218",58.6254448738722,-1.42323707612466,0.453902143452475,-3.1355592756166,0.0017152676082881,0.0140849523125023,"GPR63"
"ENSG00000112715",1878.36029862854,1.18835931602322,0.257044965679641,4.62315732533851,3.77942854916031e-06,7.66881276517906e-05,"VEGFA"
"ENSG00000112773",517.994776821212,1.19450771291107,0.133821327525416,8.92613856848945,4.41137840920867e-19,8.88396469384512e-17,"TENT5A"
"ENSG00000112837",2762.00197621312,1.80745235681184,0.197830860302807,9.1363519020505,6.45945918716797e-20,1.44539370783977e-17,"TBX18"
"ENSG00000112936",1961.45860094196,-3.21085042432988,0.633516463528032,-5.06829831453592,4.01387984914149e-07,1.02810203894306e-05,"C7"
"ENSG00000113361",2201.65024355249,1.30137835375551,0.449335539476547,2.89622840710875,0.00377677400441541,0.0262161163227646,"CDH6"
"ENSG00000113580",2818.00345435573,1.00107985583594,0.170633672668117,5.86683648181824,4.44188338497395e-09,1.86362456289883e-07,"NR3C1"
"ENSG00000114098",1011.49205093171,-1.35279652729954,0.121421116440755,-11.1413612965716,7.89039519641512e-29,4.88931373113246e-26,"ARMC8"
"ENSG00000114270",1548.67086249311,-1.22464238173588,0.181653097158085,-6.74165428993554,1.56593324749917e-11,1.15728213534216e-09,"COL7A1"
"ENSG00000114670",184.790219036377,1.26062965963745,0.190265964450607,6.62561831947987,3.457976192976e-11,2.37070018915048e-09,"NEK11"
"ENSG00000115419",3870.65933297189,-1.18210287602914,0.14822067951494,-7.97528981716745,1.5202366165484e-15,1.9594025703369e-13,"GLS"
"ENSG00000115828",345.79692821956,-1.13869560501574,0.306228708868434,-3.71844824485402,0.000200450349442641,0.0023868851292464,"QPCT"
"ENSG00000116106",293.01195551967,-1.35635567842641,0.451899884177837,-3.00145170626474,0.00268695656263606,0.0201628119145922,"EPHA4"
"ENSG00000116194",237.317677956276,-2.01465128883873,0.43157667189622,-4.66811906210534,3.03969740889341e-06,6.35182424833746e-05,"ANGPTL1"
"ENSG00000116285",3235.76308757943,-2.43602366794343,0.229429920419902,-10.6177244166106,2.46496788505447e-26,1.0733269620571e-23,"ERRFI1"
"ENSG00000116299",30.7651934834849,1.1227505191958,0.348435923786004,3.22225821894689,0.00127184457079599,0.0110880345671505,"ELAPOR1"
"ENSG00000116584",2255.80966137931,1.01836160918236,0.0761445940920444,13.3740500074287,8.57421689012741e-41,1.06260929474494e-37,"ARHGEF2"
"ENSG00000116675",50.955744234947,-2.128414430368,0.454335457563302,-4.68467603603544,2.80403084582967e-06,5.91305509910496e-05,"DNAJC6"
"ENSG00000116690",24.9484836973514,-1.72534481588567,0.602955322067551,-2.86148036635519,0.00421667620034793,0.028568069917496,"PRG4"
"ENSG00000116711",112.316364515934,2.50648928530145,0.408157609417083,6.14098384416043,8.20119258151829e-10,4.14198788968154e-08,"PLA2G4A"
"ENSG00000116962",9446.9314708643,-1.55154556782319,0.255011574157684,-6.08421626723422,1.17062505293457e-09,5.59642143259015e-08,"NID1"
"ENSG00000116991",120.201469651116,2.72221224682226,0.574315607717806,4.73992385065014,2.13798554370383e-06,4.61730363198557e-05,"SIPA1L2"
"ENSG00000117152",105.133446024759,1.09815030222957,0.380225050104066,2.88815874159005,0.00387504256132572,0.0267140824585018,"RGS4"
"ENSG00000117461",216.091023374775,1.68428004535757,0.352970594923282,4.77172906067047,1.82651099303269e-06,4.00911697666888e-05,"PIK3R3"
"ENSG00000117479",263.192982621823,-1.04806269574119,0.306178167998577,-3.42304842501396,0.000619230447921361,0.00610393048301554,"SLC19A2"
"ENSG00000117600",39.3866946448047,2.08582056665424,0.588793078796656,3.54253581057225,0.000396299611167847,0.00425085421805938,"PLPPR4"
"ENSG00000118257",1757.78184866915,-1.01897402598521,0.185715701704517,-5.48674138283928,4.09415843912031e-08,1.38865234974036e-06,"NRP2"
"ENSG00000118507",100.637378422348,-1.0293248276006,0.189340049501849,-5.43638195040476,5.43733342116497e-08,1.77689409225941e-06,"AKAP7"
"ENSG00000118689",5171.98676728715,-1.26781008591211,0.143129538548111,-8.85778085203534,8.16229758212455e-19,1.58437079934468e-16,"FOXO3"
"ENSG00000119138",1685.06206454709,-2.10643967378118,0.205045497748953,-10.2730354819114,9.32243198102509e-25,3.57604051538798e-22,"KLF9"
"ENSG00000119139",5036.04768030672,-1.95346182430686,0.251208729030605,-7.77624978178554,7.47061307959466e-15,9.04955243047741e-13,"TJP2"
"ENSG00000119508",216.829087482066,-2.11705719759252,0.327147779611629,-6.4712565070922,9.71912803896235e-11,5.93124514529252e-09,"NR4A3"
"ENSG00000119514",286.844820228204,1.15980573535619,0.397540466527823,2.9174532733387,0.00352902519948073,0.0249587906008929,"GALNT12"
"ENSG00000119630",713.564753686743,1.20470124315972,0.43006699377092,2.8011943734548,0.00509138423613431,0.0329691685805305,"PGF"
"ENSG00000119703",28.8682952034924,1.23630395276985,0.333969329097387,3.70184877788385,0.000214034178871678,0.00251334158586123,"ZC2HC1C"
"ENSG00000119711",563.760359540017,-1.23958640489904,0.200861356059723,-6.17135336142246,6.77079094754956e-10,3.5075309632145e-08,"ALDH6A1"
